No,transactionDate,houseAge,distanceToNearestMRTstation,latitude,longitude,housePriceOfUnitArea,houseAgeStandardized
321,2012.75,0.3082191780821918,4197.349,24.93885,121.50383,18.6,0.3082191780821918
322,2012.917,0.3858447488584475,964.7496,24.98872,121.53411,37.7,0.3858447488584475
323,2013.0,0.2945205479452055,187.4823,24.97388,121.52981,33.1,0.2945205479452055
324,2013.417,0.6529680365296805,197.1338,24.97631,121.54436,42.5,0.6529680365296805
325,2012.667,0.28310502283105027,1712.632,24.96412,121.5167,31.3,0.28310502283105027
326,2013.083,0.8356164383561645,488.8193,24.97015,121.54494,38.1,0.8356164383561645
327,2013.5,0.09360730593607305,56.47425,24.95744,121.53711,62.1,0.09360730593607305
328,2013.417,0.07990867579908677,757.3377,24.97538,121.54971,36.7,0.07990867579908677
329,2012.833,0.363013698630137,1497.713,24.97003,121.51696,23.6,0.363013698630137
330,2013.0,0.31050228310502287,4197.349,24.93885,121.50383,19.2,0.31050228310502287
331,2013.083,0.7305936073059361,1156.777,24.94935,121.53046,12.8,0.7305936073059361
332,2013.333,0.5844748858447489,4519.69,24.94826,121.49587,15.6,0.5844748858447489
333,2013.167,0.908675799086758,617.7134,24.97577,121.53475,39.6,0.908675799086758
334,2012.75,0.17808219178082194,104.8101,24.96674,121.54067,38.4,0.17808219178082194
335,2012.917,0.6849315068493151,1013.341,24.99006,121.5346,22.8,0.6849315068493151
336,2013.583,0.6232876712328768,337.6016,24.96431,121.54063,36.5,0.6232876712328768
337,2012.833,0.11643835616438356,1867.233,24.98407,121.51748,35.6,0.11643835616438356
338,2012.833,0.7146118721461188,600.8604,24.96871,121.54651,30.9,0.7146118721461188
339,2012.917,0.7191780821917809,258.186,24.96867,121.54331,36.3,0.7191780821917809
340,2013.333,0.03881278538812786,329.9747,24.98254,121.54395,50.4,0.03881278538812786
341,2013.333,0.767123287671233,270.8895,24.97281,121.53265,42.9,0.767123287671233
342,2013.0,0.29680365296803657,750.0704,24.97371,121.54951,37.0,0.29680365296803657
343,2012.667,0.13013698630136988,90.45606,24.97433,121.5431,53.5,0.13013698630136988
344,2013.0,0.7648401826484019,563.2854,24.98223,121.53597,46.6,0.7648401826484019
345,2013.5,0.7899543378995435,3085.17,24.998,121.5155,41.2,0.7899543378995435
346,2012.667,0.0,185.4296,24.9711,121.5317,37.9,0.0
347,2013.417,0.3013698630136986,1712.632,24.96412,121.5167,30.8,0.3013698630136986
348,2013.583,0.3972602739726027,6488.021,24.95719,121.47353,11.2,0.3972602739726027
349,2012.833,0.1050228310502283,259.6607,24.97585,121.54516,53.7,0.1050228310502283
350,2012.75,0.17808219178082194,104.8101,24.96674,121.54067,47.0,0.17808219178082194
351,2013.0,0.3013698630136986,492.2313,24.96515,121.53737,42.3,0.3013698630136986
352,2012.833,0.09132420091324202,2180.245,24.96324,121.51241,28.6,0.09132420091324202
353,2012.833,0.4200913242009132,2674.961,24.96143,121.50827,25.7,0.4200913242009132
354,2013.5,0.09360730593607305,2147.376,24.96299,121.51284,31.3,0.09360730593607305
355,2013.417,0.2785388127853881,1360.139,24.95204,121.54842,30.1,0.2785388127853881
356,2013.25,0.0867579908675799,383.8624,24.98085,121.54391,60.7,0.0867579908675799
357,2012.833,0.23515981735159822,211.4473,24.97417,121.52999,45.3,0.23515981735159822
358,2013.417,0.0,338.9679,24.96853,121.54413,44.9,0.0
359,2013.167,0.025114155251141555,193.5845,24.96571,121.54089,45.1,0.025114155251141555
360,2013.5,0.1278538812785388,2408.993,24.95505,121.55964,24.7,0.1278538812785388
361,2012.667,0.7511415525114156,87.30222,24.983,121.54022,47.1,0.7511415525114156
362,2013.083,0.9452054794520548,281.205,24.97345,121.54093,63.3,0.9452054794520548
363,2013.417,0.39041095890410965,967.4,24.98872,121.53408,40.0,0.39041095890410965
364,2013.5,0.7374429223744292,109.9455,24.98182,121.54086,48.0,0.7374429223744292
365,2013.417,0.8059360730593608,614.1394,24.97913,121.53666,33.1,0.8059360730593608
366,2012.917,0.39497716894977175,2261.432,24.96182,121.51222,29.5,0.39497716894977175
367,2012.75,0.3242009132420091,1801.544,24.95153,121.55254,24.8,0.3242009132420091
368,2012.833,0.34246575342465757,1828.319,24.96464,121.51531,20.9,0.34246575342465757
369,2013.417,0.4155251141552512,350.8515,24.97544,121.53119,43.1,0.4155251141552512
370,2012.667,0.4611872146118722,2185.128,24.96322,121.51237,22.8,0.4611872146118722
371,2012.75,0.363013698630137,289.3248,24.98203,121.54348,42.1,0.363013698630137
372,2013.5,0.09360730593607305,312.8963,24.95591,121.53956,51.7,0.09360730593607305
373,2013.0,0.773972602739726,157.6052,24.96628,121.54196,41.5,0.773972602739726
374,2013.083,0.0,274.0144,24.9748,121.53059,52.2,0.0
375,2013.25,0.12328767123287673,390.5684,24.97937,121.54245,49.5,0.12328767123287673
376,2013.25,0.4954337899543379,1157.988,24.96165,121.55011,23.8,0.4954337899543379
377,2013.417,0.3356164383561644,1717.193,24.96447,121.51649,30.5,0.3356164383561644
378,2013.333,0.08904109589041097,49.66105,24.95836,121.53756,56.8,0.08904109589041097
379,2013.333,0.8515981735159818,587.8877,24.97077,121.54634,37.4,0.8515981735159818
380,2013.333,0.0,292.9978,24.97744,121.54458,69.7,0.0
381,2013.333,0.3219178082191781,289.3248,24.98203,121.54348,53.3,0.3219178082191781
382,2013.417,0.18264840182648404,132.5469,24.98298,121.53981,47.3,0.18264840182648404
383,2013.0,0.37214611872146125,3529.564,24.93207,121.51597,29.3,0.37214611872146125
384,2012.667,0.6643835616438357,506.1144,24.97845,121.53889,40.3,0.6643835616438357
385,2012.75,0.36757990867579915,4066.587,24.94297,121.50342,12.9,0.36757990867579915
386,2013.0,0.41780821917808225,82.88643,24.983,121.54026,46.6,0.41780821917808225
387,2012.833,0.0,185.4296,24.9711,121.5317,55.3,0.0
388,2013.25,0.36986301369863017,2103.555,24.96042,121.51462,25.6,0.36986301369863017
389,2013.5,0.23744292237442924,2251.938,24.95957,121.51353,27.3,0.23744292237442924
390,2013.25,0.9337899543378996,122.3619,24.96756,121.5423,67.7,0.9337899543378996
391,2013.5,0.7488584474885844,377.8302,24.97151,121.5435,38.6,0.7488584474885844
392,2013.583,0.14155251141552513,1939.749,24.95155,121.55387,31.3,0.14155251141552513
393,2013.083,0.9748858447488585,443.802,24.97927,121.53874,35.3,0.9748858447488585
394,2013.0,0.3858447488584475,967.4,24.98872,121.53408,40.3,0.3858447488584475
395,2013.5,0.7442922374429225,4136.271,24.95544,121.4963,24.7,0.7442922374429225
396,2012.917,0.4840182648401827,512.5487,24.974,121.53842,42.5,0.4840182648401827
397,2012.667,0.8470319634703197,918.6357,24.97198,121.55063,31.9,0.8470319634703197
398,2013.417,0.2990867579908676,1164.838,24.99156,121.53406,32.2,0.2990867579908676
399,2013.417,0.3356164383561644,1717.193,24.96447,121.51649,23.0,0.3356164383561644
400,2012.917,0.2899543378995434,170.1289,24.97371,121.52984,37.3,0.2899543378995434
401,2013.25,0.6118721461187215,482.7581,24.97433,121.53863,35.5,0.6118721461187215
402,2013.083,0.1735159817351598,2175.03,24.96305,121.51254,27.7,0.1735159817351598
403,2012.833,0.2899543378995434,187.4823,24.97388,121.52981,28.5,0.2899543378995434
404,2012.667,0.7054794520547946,161.942,24.98353,121.53966,39.7,0.7054794520547946
405,2013.333,0.3744292237442922,289.3248,24.98203,121.54348,41.2,0.3744292237442922
406,2012.667,0.5251141552511416,130.9945,24.95663,121.53765,37.2,0.5251141552511416
407,2013.167,0.04337899543378995,372.1386,24.97293,121.54026,40.5,0.04337899543378995
408,2013.0,0.11872146118721462,2408.993,24.95505,121.55964,22.3,0.11872146118721462
409,2013.417,0.4223744292237443,2175.744,24.9633,121.51243,28.1,0.4223744292237443
410,2013.0,0.3127853881278539,4082.015,24.94155,121.50381,15.4,0.3127853881278539
411,2012.667,0.1278538812785388,90.45606,24.97433,121.5431,50.0,0.1278538812785388
412,2013.25,0.4292237442922375,390.9696,24.97923,121.53986,40.6,0.4292237442922375
413,2013.0,0.18493150684931509,104.8101,24.96674,121.54067,52.5,0.18493150684931509
414,2013.5,0.14840182648401828,90.45606,24.97433,121.5431,63.9,0.14840182648401828
